ID-dok;ID-præst;dato;helligdag;sogn str.;stift;årgang;køn;uddannelsessted
pr3412_9;9;140810;8Trin_L;3151/3691;Roskilde;1964;1;København
pr3413_9;9;140817;9Trin_L;3151/3691;Roskilde;1964;1;København
pr3414_9;9;140831;11Trin_L;3151/3691;Roskilde;1964;1;København
pr3415_9;9;140907;12Trin_L;3151/3691;Roskilde;1964;1;København
pr3416_9;9;140914;13Trin_L;3151/3691;Roskilde;1964;1;København
pr3417_9;9;141026;19Trin_L;3151/3691;Roskilde;1964;1;København
pr3418_9;9;141109;21Trin_L;3151/3691;Roskilde;1964;1;København
pr3419_9;9;141116;22Trin_L;3151/3691;Roskilde;1964;1;København
pr3420_9;9;141102;AHelg_L;3151/3691;Roskilde;1964;1;København
pr3421_9;9;140209;Fas_L;3151/3691;Roskilde;1964;1;København
pr3422_9;9;140501;Hel_L;3151/3691;Roskilde;1964;1;København
pr3423_9;9;141218;\SÆR;3151/3691;Roskilde;1964;1;København
pr3424_9;9;141210;\SÆR;3151/3691;Roskilde;1964;1;København
pr3425_9;9;141222;\SÆR;3151/3691;Roskilde;1964;1;København
pr3426_9;9;141216;\SÆR;3151/3691;Roskilde;1964;1;København
pr3427_9;9;141224;Jul_U;3151/3691;Roskilde;1964;1;København
pr3428_9;9;141225;JulD_U;3151/3691;Roskilde;1964;1;København
pr3429_9;9;141228;JulS_U;3151/3691;Roskilde;1964;1;København
pr3430_9;9;140418;Lang_L;3151/3691;Roskilde;1964;1;København
pr3431_9;9;140406;MBeb_L;3151/3691;Roskilde;1964;1;København
pr3432_9;9;140101;Ny_L;3151/3691;Roskilde;1964;1;København
pr3433_9;9;140413;Pal_L;3151/3691;Roskilde;1964;1;København
pr3434_9;9;140608;Pin_L;3151/3691;Roskilde;1964;1;København
pr3435_9;9;140223;Seks_L;3151/3691;Roskilde;1964;1;København
pr3436_9;9;140209;SHel_L;3151/3691;Roskilde;1964;1;København
pr3437_9;9;141123;Sidst_L;3151/3691;Roskilde;1964;1;København
pr3438_9;9;140417;Skær_L;3151/3691;Roskilde;1964;1;København
pr3439_9;9;140516;Bed_L;3151/3691;Roskilde;1964;1;København
pr3440_9;9;140615;Trin_L;3151/3691;Roskilde;1964;1;København
pr3441_9;9;150607;1Trin_U;3151/3691;Roskilde;1964;1;København
pr3442_9;9;150222;1Fas_U;3151/3691;Roskilde;1964;1;København
pr3443_9;9;150406;2PåsD_U;3151/3691;Roskilde;1964;1;København
pr3444_9;9;150614;2Trin_U;3151/3691;Roskilde;1964;1;København
pr3445_9;9;150118;2Hel_U;3151/3691;Roskilde;1964;1;København
pr3446_9;9;150419;2Pås_U;3151/3691;Roskilde;1964;1;København
pr3447_9;9;151206;2Adv_L;3151/3691;Roskilde;1964;1;København
pr3448_9;9;150621;3Trin_U;3151/3691;Roskilde;1964;1;København
pr3449_9;9;150426;3Pås_U;3151/3691;Roskilde;1964;1;København
pr3450_9;9;150308;3Fas_U;3151/3691;Roskilde;1964;1;København
pr3451_9;9;150628;4Trin_U;3151/3691;Roskilde;1964;1;København
pr3452_9;9;150503;4Pås_U;3151/3691;Roskilde;1964;1;København
pr3453_9;9;151220;4Adv_L;3151/3691;Roskilde;1964;1;København
pr3454_9;9;150705;5Trin_U;3151/3691;Roskilde;1964;1;København
pr3455_9;9;150517;6Pås_U;3151/3691;Roskilde;1964;1;København
pr3456_9;9;150802;9Trin_U;3151/3691;Roskilde;1964;1;København
pr3457_9;9;150809;10Trin_U;3151/3691;Roskilde;1964;1;København
pr3458_9;9;150816;11Trin_U;3151/3691;Roskilde;1964;1;København
pr3459_9;9;150830;13Trin_U;3151/3691;Roskilde;1964;1;København
pr3460_9;9;150906;14Trin_U;3151/3691;Roskilde;1964;1;København
pr3461_9;9;150913;15Trin_U;3151/3691;Roskilde;1964;1;København
pr3462_9;9;150927;17Trin_U;3151/3691;Roskilde;1964;1;København
pr3463_9;9;150927;17Trin_U;3151/3691;Roskilde;1964;1;København
pr3464_9;9;151004;18Trin_U;3151/3691;Roskilde;1964;1;København
pr3465_9;9;151011;19Trin_U;3151/3691;Roskilde;1964;1;København
pr3466_9;9;151025;21Trin_U;3151/3691;Roskilde;1964;1;København
pr3467_9;9;151103;AHelg_U;3151/3691;Roskilde;1964;1;København
pr3468_9;9;150215;Fas_U;3151/3691;Roskilde;1964;1;København
pr3469_9;9;150104;Hel_U;3151/3691;Roskilde;1964;1;København
pr3470_9;9;151215;\SÆR;3151/3691;Roskilde;1964;1;København
pr3471_9;9;151217;\SÆR;3151/3691;Roskilde;1964;1;København
pr3472_9;9;151224;Jul_L;3151/3691;Roskilde;1964;1;København
pr3473_9;9;151225;JulD_L;3151/3691;Roskilde;1964;1;København
pr3474_9;9;150514;KHim_U;3151/3691;Roskilde;1964;1;København
pr3475_9;9;150101;Ny_U;3151/3691;Roskilde;1964;1;København
pr3476_9;9;150329;Pal_U;3151/3691;Roskilde;1964;1;København
pr3477_9;9;150524;Pin_U;3151/3691;Roskilde;1964;1;København
pr3478_9;9;150405;PåsD_U;3151/3691;Roskilde;1964;1;København
pr3479_9;9;150208;Seks_U;3151/3691;Roskilde;1964;1;København
pr3480_9;9;150201;Seks_U;3151/3691;Roskilde;1964;1;København
pr3481_9;9;150125;SHel_U;3151/3691;Roskilde;1964;1;København
pr3482_9;9;151122;Sidst_U;3151/3691;Roskilde;1964;1;København
pr3483_9;9;150402;Skær_U;3151/3691;Roskilde;1964;1;København
pr3484_9;9;150501;Bed_U;3151/3691;Roskilde;1964;1;København
pr3485_9;9;160214;1Fas_L;3151/3691;Roskilde;1964;1;København
pr3486_9;9;160110;1Hel_L;3151/3691;Roskilde;1964;1;København
pr3487_9;9;160529;1Trin_L;3151/3691;Roskilde;1964;1;København
pr3488_9;9;161226;2JulD_U;3151/3691;Roskilde;1964;1;København
pr3489_9;9;160328;2PåsD_L;3151/3691;Roskilde;1964;1;København
pr3490_9;9;160410;2Pås_L;3151/3691;Roskilde;1964;1;København
pr3491_9;9;160605;2Trin_L;3151/3691;Roskilde;1964;1;København
pr3492_9;9;161204;2Adv_U;3151/3691;Roskilde;1964;1;København
pr3493_9;9;160417;3Pås_L;3151/3691;Roskilde;1964;1;København
pr3494_9;9;160612;3Trin_L;3151/3691;Roskilde;1964;1;København
pr3495_9;9;160424;4Pås_L;3151/3691;Roskilde;1964;1;København
pr3496_9;9;160619;4Trin_L;3151/3691;Roskilde;1964;1;København
pr3497_9;9;161218;4Adv_U;3151/3691;Roskilde;1964;1;København
pr3498_9;9;160508;6Pås_L;3151/3691;Roskilde;1964;1;København
pr3499_9;9;160807;11Trin_L;3151/3691;Roskilde;1964;1;København
pr3500_9;9;160814;12Trin_L;3151/3691;Roskilde;1964;1;København
pr3501_9;9;160904;15Trin_L;3151/3691;Roskilde;1964;1;København
pr3502_9;9;160911;16Trin_L;3151/3691;Roskilde;1964;1;København
pr3503_9;9;160918;17Trin_L;3151/3691;Roskilde;1964;1;København
pr3504_9;9;160925;18Trin_L;3151/3691;Roskilde;1964;1;København
pr3505_9;9;161009;20Trin_L;3151/3691;Roskilde;1964;1;København
pr3506_9;9;161016;21Trin_L;3151/3691;Roskilde;1964;1;København
pr3507_9;9;161113;25trin_L;3151/3691;Roskilde;1964;1;København
pr3508_9;9;161106;AHelg_L;3151/3691;Roskilde;1964;1;København
pr3509_9;9;160103;Hel_L;3151/3691;Roskilde;1964;1;København
pr3510_9;9;161222;\SÆR;3151/3691;Roskilde;1964;1;København
pr3511_9;9;161221;\SÆR;3151/3691;Roskilde;1964;1;København
pr3512_9;9;161220;\SÆR;3151/3691;Roskilde;1964;1;København
pr3513_9;9;161224;Jul_U;3151/3691;Roskilde;1964;1;København
pr3514_9;9;160616;\SÆR;3151/3691;Roskilde;1964;1;København
pr3515_9;9;160505;KHim_L;3151/3691;Roskilde;1964;1;København
pr3516_9;9;160325;Lang_L;3151/3691;Roskilde;1964;1;København
pr3517_9;9;160313;MBeb_L;3151/3691;Roskilde;1964;1;København
pr3518_9;9;160306;MidF_L;3151/3691;Roskilde;1964;1;København
pr3519_9;9;160101;Ny_L;3151/3691;Roskilde;1964;1;København
pr3520_9;9;160320;Pal_L;3151/3691;Roskilde;1964;1;København
pr3521_9;9;160515;Pin_L;3151/3691;Roskilde;1964;1;København
pr3522_9;9;161214;\SÆR;3151/3691;Roskilde;1964;1;København
pr3523_9;9;160131;Seks_L;3151/3691;Roskilde;1964;1;København
pr3524_9;9;160124;Sept_L;3151/3691;Roskilde;1964;1;København
pr3525_9;9;161120;Sidst_L;3151/3691;Roskilde;1964;1;København
pr3526_9;9;160324;Skær_L;3151/3691;Roskilde;1964;1;København
pr3527_9;9;160804;\SÆR;3151/3691;Roskilde;1964;1;København
pr3528_9;9;160422;Bed_L;3151/3691;Roskilde;1964;1;København
pr3529_10;10;110109;1Hel_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3530_10;10;110626;1Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3531_10;10;110313;1Fas_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3532_10;10;110425;2PåsD_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3533_10;10;110116;2Hel_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3534_10;10;101204;2Adv_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3535_10;10;110123;3Hel_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3536_10;10;110515;3Pås_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3537_10;10;101212;3Adv_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3538_10;10;110327;3Fas_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3539_10;10;110206;5Hel_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3540_10;10;110724;5Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3541_10;10;110731;6Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3542_10;10;110807;7Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3543_10;10;110821;9Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3544_10;10;110828;10Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3545_10;10;110904;11Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3546_10;10;110911;12Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3547_10;10;110918;13Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3548_10;10;111002;15Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3549_10;10;111009;16Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3550_10;10;111016;17Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3551_10;10;111106;AHelg_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3552_10;10;110102;Hel_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3553_10;10;110918;13Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3554_10;10;101224;Jul_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3555_10;10;101225;JulD_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3556_10;10;110602;KHim_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3557_10;10;110403;MidF_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3558_10;10;110101;Ny_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3559_10;10;110612;Pin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3560_10;10;110424;PåsD_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3561_10;10;110220;Sept_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3562_10;10;110501;1Pås_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3563_10;10;110421;Skær_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3564_10;10;111120;Sidst_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3565_10;10;120108;1Hel_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3566_10;10;120415;1Pås_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3567_10;10;120610;1Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3568_10;10;111127;1Adv_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3569_10;10;120422;2Pås_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3570_10;10;120617;2Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3571_10;10;111204;2Adv_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3572_10;10;120304;2Fas_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3573_10;10;120122;3Hel_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3574_10;10;120624;3Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3575_10;10;111211;3Adv_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3576_10;10;120701;4Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3577_10;10;120708;5Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3578_10;10;120520;6Pås_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3579_10;10;120715;6Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3580_10;10;120722;7Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3581_10;10;120819;11Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3582_10;10;120826;12Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3583_10;10;120902;13Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3584_10;10;120909;14Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3585_10;10;120916;15Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3586_10;10;120916;15Trin_L\SÆR;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3587_10;10;120923;16Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3588_10;10;121007;18Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3589_10;10;121118;24Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3590_10;10;121104;AHelg_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3591_10;10;120105;Hel_L\SÆR;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3592_10;10;111224;Jul_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3593_10;10;111225;JulD_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3594_10;10;120517;KHim_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3595_10;10;120318;MidF_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3596_10;10;120101;Ny_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3597_10;10;120401;Pal_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3598_10;10;120527;Pin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3599_10;10;120408;PåsD_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3600_10;10;120212;Seks_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3601_10;10;120405;Skær_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3602_10;10;121125;Sidst_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3603_10;10;130704;1Pås_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3604_10;10;130602;1Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3605_10;10;121202;1Adv_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3606_10;10;130212;1Fas_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3607_10;10;121226;2Jul_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3608_10;10;130401;2PåsD_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3609_10;10;121209;2Adv_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3610_10;10;130224;2Fas_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3611_10;10;130616;3Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3612_10;10;130623;4Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3613_10;10;130505;5Pås_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3614_10;10;130630;5Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3615_10;10;130512;6Pås_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3616_10;10;130728;9Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3617_10;10;130804;10Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3618_10;10;130811;11Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3619_10;10;170903;12Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3620_10;10;130901;14Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3621_10;10;130908;15Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3622_10;10;130908;15Trin_U\SÆR;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3623_10;10;130922;17Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3624_10;10;130929;18Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3625_10;10;131006;19Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3626_10;10;131013;20Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3627_10;10;131117;25Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3628_10;10;131103;AHelg_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3629_10;10;130106;Hel_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3630_10;10;121224;Jul_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3631_10;10;121225;JulD_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3632_10;10;130509;KHim_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3633_10;10;130329;Lang_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3634_10;10;130310;MidF_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3635_10;10;130101;Ny_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3636_10;10;130324;Pal_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3637_10;10;130519;Pin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3638_10;10;130825;\SÆR;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3639_10;10;130331;PåsD_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3640_10;10;130203;Seks_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3641_10;10;130328;Skær_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3642_10;10;131124;Sidst_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3643_10;10;140427;1Pås_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3644_10;10;131201;1Adv_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3645_10;10;120422;2Pås_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3646_10;10;140629;2Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3647_10;10;131208;2Adv_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3648_10;10;140316;2Fas_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3649_10;10;140126;3Hel_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3650_10;10;140511;3Pås_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3651_10;10;140323;3Fas_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3652_10;10;131222;4Adv_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3653_10;10;140202;4Hel_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3654_10;10;140601;6Pås_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3655_10;10;140727;6Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3656_10;10;140803;7Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3657_10;10;140803;7Trin_L\SÆR;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3658_10;10;140810;8Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3659_10;10;140817;9Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3660_10;10;140831;11Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3661_10;10;140907;12Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3662_10;10;141109;21Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3663_10;10;141116;22Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3664_10;10;141102;AHelg_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3665_10;10;140302;Fas_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3666_10;10;140105;Hel_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3667_10;10;131224;Jul_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3668_10;10;131225;JulD_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3669_10;10;131229;JulS_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3670_10;10;140529;KHim_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3671_10;10;140529;KHim_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3672_10;10;140418;Lang_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3673_10;10;160306;MidF_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3674_10;10;140101;Ny_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3675_10;10;140413;Pal_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3676_10;10;140608;Pin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3677_10;10;140420;PåsD_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3678_10;10;140223;Seks_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3679_10;10;140417;Skær_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3680_10;10;140209;SHel_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3681_10;10;140615;Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3682_10;10;141225;JulD_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3683_10;10;150607;1Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3684_10;10;141130;1Adv_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3685_10;10;150222;1Fas_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3686_10;10;141226;2JulD_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3687_10;10;150406;2PåsD_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3688_10;10;150118;2Hel_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3689_10;10;150419;2Pås_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3690_10;10;150614;2Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3691_10;10;141207;2Adv_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3692_10;10;150301;2Fas_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3693_10;10;150426;3Pås_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3694_10;10;150621;3Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3695_10;10;150308;3Fas_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3696_10;10;150503;4Pås_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3697_10;10;150510;5Pås_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3698_10;10;150628;4Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3699_10;10;141221;4Adv_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3700_10;10;150517;6Pås_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3701_10;10;150726;8Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3702_10;10;150802;9Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3703_10;10;150809;10Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3704_10;10;150816;11Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3705_10;10;150830;13Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3706_10;10;150913;15Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3707_10;10;150920;16Trin_U\SÆR;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3708_10;10;150920;16Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3709_10;10;150927;17Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3710_10;10;151115;24Trin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3711_10;10;151101;AHelg_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3712_10;10;150104;Hel_U\SÆR;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3713_10;10;150104;Hel_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3714_10;10;150514;KHim_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3715_10;10;150403;Lang_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3716_10;10;150315;MidF_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3717_10;10;150101;Ny_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3718_10;10;150329;Pal_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3719_10;10;150524;Pin_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3720_10;10;150405;PåsD_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3721_10;10;150201;Sept_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3722_10;10;150125;SHel_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3723_10;10;150402;Skær_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3724_10;10;151122;Sidst_U;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3725_10;10;160529;1Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3726_10;10;151129;1Adv_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3727_10;10;160214;1Fas_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3728_10;10;151226;2Jul_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3729_10;10;160410;2Pås_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3730_10;10;151206;2Adv_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3731_10;10;160417;3Pås_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3732_10;10;160612;3Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3733_10;10;160228;3Fas_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3734_10;10;160619;4Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3735_10;10;151220;4Adv_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3736_10;10;160501;5Pås_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3737_10;10;160626;5Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3738_10;10;160626;5Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3739_10;10;160724;9Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3740_10;10;160731;10Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
pr3741_10;10;160807;11Trin_L;1789/1992+278/305;Viborg;1962;1;Aarhus
