ID-dok;ID-præst;dato;helligdag;sogn str.;stift;årgang;køn;uddannelsessted
pr6795_47;47;160101;Ny_L;10805/12970;Fyn;1960;1;Aarhus
pr6796_47;47;160515;Pin_L;10805/12970;Fyn;1960;1;Aarhus
pr6797_47;47;160131;Seks_L;10805/12970;Fyn;1960;1;Aarhus
pr6798_47;47;161120;Sidst_L;10805/12970;Fyn;1960;1;Aarhus
pr6799_48;48;160110;1Hel_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6800_48;48;160403;1Pås_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6801_48;48;160214;1Fas_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6802_48;48;161226;2Jul_U;2837/3588+1665/1559;Helsingør;1982;2;København
pr6803_48;48;160410;2Pås_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6804_48;48;150616;2Trin_U\SÆR;2837/3588+1665/1559;Helsingør;1982;2;København
pr6805_48;48;160605;2Trin_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6806_48;48;161211;3Adv_U;2837/3588+1665/1559;Helsingør;1982;2;København
pr6807_48;48;151220;4Adv_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6808_48;48;161218;4Adv_U;2837/3588+1665/1559;Helsingør;1982;2;København
pr6809_48;48;160501;5Pås_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6810_48;48;150517;6Pås_U;2837/3588+1665/1559;Helsingør;1982;2;København
pr6811_48;48;160508;6Pås_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6812_48;48;160703;6Trin_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6813_48;48;160731;10Trin_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6814_48;48;160821;13Trin_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6815_48;48;160828;14Trin_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6816_48;48;160918;17Trin_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6817_48;48;161009;20Trin_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6818_48;48;151028;21Trin_U\SÆR;2837/3588+1665/1559;Helsingør;1982;2;København
pr6819_48;48;161023;22Trin_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6820_48;48;161030;23Trin_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6821_48;48;151224;Jul_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6822_48;48;161224;Jul_U;2837/3588+1665/1559;Helsingør;1982;2;København
pr6823_48;48;151225;JulD_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6824_48;48;160306;MidF_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6825_48;48;160320;Pal_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6826_48;48;161120;Sidst_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6827_48;48;160324;Skær_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6828_48;48;160131;Seks_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6829_48;48;160522;Trin_L;2837/3588+1665/1559;Helsingør;1982;2;København
pr6830_49;49;110501;1Pås_U;7681/10690;Roskilde;1966;2;København
pr6831_49;49;160403;1Pås_L;7681/10690;Roskilde;1966;2;København
pr6832_49;49;160221;2Fas_L;7681/10690;Roskilde;1966;2;København
pr6833_49;49;110508;2Pås_U;7681/10690;Roskilde;1966;2;København
pr6834_49;49;160612;3Trin_L;7681/10690;Roskilde;1966;2;København
pr6835_49;49;130623;4Trin_U;7681/10690;Roskilde;1966;2;København
pr6836_49;49;160703;6Trin_L;7681/10690;Roskilde;1966;2;København
pr6837_49;49;160710;7Trin_L;7681/10690;Roskilde;1966;2;København
pr6838_49;49;120819;11Trin_L;7681/10690;Roskilde;1966;2;København
pr6839_49;49;140921;14Trin_L;7681/10690;Roskilde;1966;2;København
pr6840_49;49;150913;15Trin_U;7681/10690;Roskilde;1966;2;København
pr6841_49;49;131117;25Trin_U;7681/10690;Roskilde;1966;2;København
pr6842_49;49;121104;AHelg_L;7681/10690;Roskilde;1966;2;København
pr6843_49;49;161224;Jul_U;7681/10690;Roskilde;1966;2;København
pr6844_49;49;160325;Lang_L;7681/10690;Roskilde;1966;2;København
pr6845_49;49;150322;MBeb_U;7681/10690;Roskilde;1966;2;København
pr6846_49;49;140209;SHel_L;7681/10690;Roskilde;1966;2;København
pr6847_49;49;110619;Trin_U;7681/10690;Roskilde;1966;2;København
pr6848_50;50;140603;\SÆR;6209/10597;København;1975;1;København
pr6849_50;50;150818;\SÆR;6209/10597;København;1975;1;København
pr6850_50;50;161218;4Adv_U;6209/10597;København;1975;1;København
pr6851_50;50;141026;19Trin_L;6209/10597;København;1975;1;København
pr6852_50;50;150118;2Hel_U;6209/10597;København;1975;1;København
pr6853_50;50;121118;24Trin_L;6209/10597;København;1975;1;København
pr6854_50;50;170326;MidF_U;6209/10597;København;1975;1;København
pr6855_50;50;160424;4Pås_L;6209/10597;København;1975;1;København
pr6856_50;50;120311;3Fas_L;6209/10597;København;1975;1;København
pr6857_50;50;140323;3Fas_L;6209/10597;København;1975;1;København
pr6858_50;50;160117;SHel_L;6209/10597;København;1975;1;København
pr6859_50;50;110921;\SÆR;6209/10597;København;1975;1;København
pr6860_50;50;160515;Pin_L;6209/10597;København;1975;1;København
pr6861_50;50;130519;Pin_U;6209/10597;København;1975;1;København
pr6862_50;50;121007;18Trin_L;6209/10597;København;1975;1;København
pr6863_50;50;110605;6Pås_U;6209/10597;København;1975;1;København
pr6864_50;50;150517;6Pås_U;6209/10597;København;1975;1;København
pr6865_50;50;130421;3Pås_U;6209/10597;København;1975;1;København
pr6866_50;50;150426;3Pås_U;6209/10597;København;1975;1;København
pr6867_50;50;110529;5Pås_U;6209/10597;København;1975;1;København
pr6868_50;50;120520;6Pås_L;6209/10597;København;1975;1;København
pr6869_50;50;140410;\SÆR;6209/10597;København;1975;1;København
pr6870_50;50;160211;\SÆR;6209/10597;København;1975;1;København
pr6871_50;50;150922;\SÆR;6209/10597;København;1975;1;København
pr6872_50;50;131215;3Adv_L;6209/10597;København;1975;1;København
pr6873_50;50;141225;JulD_U;6209/10597;København;1975;1;København
pr6874_50;50;111224;Jul_L;6209/10597;København;1975;1;København
pr6875_50;50;131224;Jul_L;6209/10597;København;1975;1;København
pr6876_50;50;161224;Jul_U;6209/10597;København;1975;1;København
pr6877_50;50;141224;Jul_U;6209/10597;København;1975;1;København
pr6878_50;50;170101;Ny_U;6209/10597;København;1975;1;København
pr6879_50;50;130101;Ny_U;6209/10597;København;1975;1;København
pr6880_50;50;141228;JulS_U;6209/10597;København;1975;1;København
pr6881_50;50;130113;1Hel_U;6209/10597;København;1975;1;København
pr6882_50;50;150628;4Trin_U;6209/10597;København;1975;1;København
pr6883_50;50;150705;5Trin_U;6209/10597;København;1975;1;København
pr6884_50;50;130303;3Fas_U;6209/10597;København;1975;1;København
pr6885_50;50;150308;3Fas_U;6209/10597;København;1975;1;København
pr6886_50;50;140622;1Trin_L;6209/10597;København;1975;1;København
pr6887_50;50;111016;17Trin_U;6209/10597;København;1975;1;København
pr6888_50;50;130609;2Trin_U;6209/10597;København;1975;1;København
pr6889_50;50;120617;2Trin_L;6209/10597;København;1975;1;København
pr6890_50;50;140706;3Trin_L;6209/10597;København;1975;1;København
pr6891_50;50;120122;3Hel_L;6209/10597;København;1975;1;København
pr6892_50;50;110925;14Trin_U;6209/10597;København;1975;1;København
pr6893_50;50;130811;11Trin_U;6209/10597;København;1975;1;København
pr6894_50;50;110807;7Trin_U;6209/10597;København;1975;1;København
pr6895_50;50;150809;10Trin_U;6209/10597;København;1975;1;København
pr6896_50;50;160214;1Fas_L;6209/10597;København;1975;1;København
pr6897_50;50;120517;KHim_L;6209/10597;København;1975;1;København
pr6898_50;50;140529;KHim_L;6209/10597;København;1975;1;København
pr6899_50;50;141012;17Trin_L;6209/10597;København;1975;1;København
pr6900_50;50;170219;Seks_U;6209/10597;København;1975;1;København
pr6901_50;50;160131;Seks_L;6209/10597;København;1975;1;København
pr6902_50;50;130331;PåsD_U;6209/10597;København;1975;1;København
pr6903_50;50;110821;9Trin_U;6209/10597;København;1975;1;København
pr6904_50;50;130210;Fas_U;6209/10597;København;1975;1;København
pr6905_50;50;130217;1Fas_U;6209/10597;København;1975;1;København
pr6906_50;50;170305;1Fas_U;6209/10597;København;1975;1;København
pr6907_50;50;151101;AHelg_U;6209/10597;København;1975;1;København
pr6908_50;50;110731;6Trin_U;6209/10597;København;1975;1;København
pr6909_50;50;160619;4Trin_L;6209/10597;København;1975;1;København
pr6910_50;50;140817;9Trin_L;6209/10597;København;1975;1;København
pr6911_50;50;130908;15Trin_U;6209/10597;København;1975;1;København
pr6912_50;50;120504;Bed_L;6209/10597;København;1975;1;København
pr6913_50;50;130721;8Trin_U;6209/10597;København;1975;1;København
pr6914_50;50;110123;3Hel_U;6209/10597;København;1975;1;København
pr6915_50;50;151115;24Trin_U;6209/10597;København;1975;1;København
pr6916_50;50;160710;7Trin_L;6209/10597;København;1975;1;København
pr6917_50;50;120812;10Trin_L;6209/10597;København;1975;1;København
pr6918_50;50;141123;Sidst_L;6209/10597;København;1975;1;København
pr6919_50;50;121125;Sidst_L;6209/10597;København;1975;1;København
pr6920_50;50;140907;12Trin_L;6209/10597;København;1975;1;København
pr6921_50;50;110206;5Hel_U;6209/10597;København;1975;1;København
pr6922_50;50;160626;5Trin_L;6209/10597;København;1975;1;København
pr6923_50;50;140720;5Trin_L;6209/10597;København;1975;1;København
pr6924_50;50;120708;5Trin_L;6209/10597;København;1975;1;København
pr6925_50;50;150125;SHel_U;6209/10597;København;1975;1;København
pr6926_50;50;160703;6Trin_L;6209/10597;København;1975;1;København
pr6927_50;50;120902;13Trin_L;6209/10597;København;1975;1;København
pr6928_50;50;110417;Pal_U;6209/10597;København;1975;1;København
pr6929_50;50;150329;Pal_U;6209/10597;København;1975;1;København
pr6930_50;50;131013;20Trin_U;6209/10597;København;1975;1;København
pr6931_50;50;121226;2Jul_U;6209/10597;København;1975;1;København
pr6932_50;50;131117;25Trin_U;6209/10597;København;1975;1;København
pr6933_50;50;111204;2Adv_L;6209/10597;København;1975;1;København
pr6934_50;50;151206;2Adv_L;6209/10597;København;1975;1;København
pr6935_50;50;120205;Sept_L;6209/10597;København;1975;1;København
pr6936_50;50;111120;Sidst_U;6209/10597;København;1975;1;København
pr6937_50;50;120408;PåsD_L;6209/10597;København;1975;1;København
pr6938_50;50;160327;PåsD_L;6209/10597;København;1975;1;København
pr6939_50;50;111005;\SÆR;6209/10597;København;1975;1;København
pr6940_50;50;111214;\SÆR;6209/10597;København;1975;1;København
pr6941_50;50;120926;\SÆR;6209/10597;København;1975;1;København
pr6942_50;50;111214;\SÆR;6209/10597;København;1975;1;København
pr6943_50;50;120530;\SÆR;6209/10597;København;1975;1;København
pr6944_50;50;120413;\SÆR;6209/10597;København;1975;1;København
pr6945_50;50;130527;\SÆR;6209/10597;København;1975;1;København
pr6946_50;50;150923;\SÆR;6209/10597;København;1975;1;København
pr6947_50;50;160330;\SÆR;6209/10597;København;1975;1;København
pr6948_64;64;140622;1Trin_L;378/446+113/119+5025/5877;Viborg;1968;2;Aarhus
pr6949_64;64;140309;1Fas_L;378/446+113/119+5025/5878;Viborg;1968;2;Aarhus
pr6950_64;64;140504;2Pås_L;378/446+113/119+5025/5879;Viborg;1968;2;Aarhus
pr6951_64;64;140629;2Trin_L;378/446+113/119+5025/5880;Viborg;1968;2;Aarhus
pr6952_64;64;140629;2Trin_L;378/446+113/119+5025/5881;Viborg;1968;2;Aarhus
pr6953_64;64;140511;3Pås_L;378/446+113/119+5025/5882;Viborg;1968;2;Aarhus
pr6954_64;64;140511;3Pås_L;378/446+113/119+5025/5883;Viborg;1968;2;Aarhus
pr6955_64;64;140601;6Pås_L;378/446+113/119+5025/5884;Viborg;1968;2;Aarhus
pr6956_64;64;140727;6Trin_L;378/446+113/119+5025/5885;Viborg;1968;2;Aarhus
pr6957_64;64;140803;7Trin_L;378/446+113/119+5025/5886;Viborg;1968;2;Aarhus
pr6958_64;64;140810;8Trin_L;378/446+113/119+5025/5887;Viborg;1968;2;Aarhus
pr6959_64;64;140831;11Trin_L;378/446+113/119+5025/5888;Viborg;1968;2;Aarhus
pr6960_64;64;140831;11Trin_L;378/446+113/119+5025/5889;Viborg;1968;2;Aarhus
pr6961_64;64;140907;12Trin_L;378/446+113/119+5025/5890;Viborg;1968;2;Aarhus
pr6962_64;64;140914;13Trin_L;378/446+113/119+5025/5891;Viborg;1968;2;Aarhus
pr6963_64;64;140921;14Trin_L;378/446+113/119+5025/5892;Viborg;1968;2;Aarhus
pr6964_64;64;141005;16Trin_L;378/446+113/119+5025/5893;Viborg;1968;2;Aarhus
pr6965_64;64;141005;16Trin_L;378/446+113/119+5025/5894;Viborg;1968;2;Aarhus
pr6966_64;64;141026;19Trin_L;378/446+113/119+5025/5895;Viborg;1968;2;Aarhus
pr6967_64;64;141109;21Trin_L;378/446+113/119+5025/5896;Viborg;1968;2;Aarhus
pr6968_64;64;141102;AHelg_L;378/446+113/119+5025/5897;Viborg;1968;2;Aarhus
pr6969_64;64;140525;5Pås_L;378/446+113/119+5025/5898;Viborg;1968;2;Aarhus
pr6970_64;64;140516;Bed_L;378/446+113/119+5025/5899;Viborg;1968;2;Aarhus
pr6971_64;64;140413;Pal_L;378/446+113/119+5025/5900;Viborg;1968;2;Aarhus
pr6972_64;64;140608;Pin_L;378/446+113/119+5025/5901;Viborg;1968;2;Aarhus
pr6973_64;64;140223;Seks_L;378/446+113/119+5025/5902;Viborg;1968;2;Aarhus
pr6974_64;64;141123;Sidst_L;5839/6987+189/219+535/591;Viborg;1968;2;Aarhus
pr6975_64;64;141202;1Adv_U\SÆR;5839/6987+189/219+535/592;Viborg;1968;2;Aarhus
pr6976_64;64;141130;1Adv_U;5839/6987+189/219+535/593;Viborg;1968;2;Aarhus
pr6977_64;64;150412;1Pås_U;5839/6987+189/219+535/594;Viborg;1968;2;Aarhus
pr6978_64;64;150607;1Trin_U;5839/6987+189/219+535/595;Viborg;1968;2;Aarhus
pr6979_64;64;150525;2Pin_U;5839/6987+189/219+535/596;Viborg;1968;2;Aarhus
pr6980_64;64;150118;2Hel_U\SÆR;5839/6987+189/219+535/597;Viborg;1968;2;Aarhus
pr6981_64;64;150118;2Hel_U;5839/6987+189/219+535/598;Viborg;1968;2;Aarhus
pr6982_64;64;141207;2Adv_U;5839/6987+189/219+535/599;Viborg;1968;2;Aarhus
pr6983_64;64;150301;2Fas_U\SÆR;5839/6987+189/219+535/600;Viborg;1968;2;Aarhus
pr6984_64;64;150301;2Fas_U;5839/6987+189/219+535/601;Viborg;1968;2;Aarhus
pr6985_64;64;141216;3Adv_U\SÆR;5839/6987+189/219+535/602;Viborg;1968;2;Aarhus
pr6986_64;64;141214;3Adv_U;5839/6987+189/219+535/603;Viborg;1968;2;Aarhus
pr6987_64;64;150308;3Fas_U;5839/6987+189/219+535/604;Viborg;1968;2;Aarhus
pr6988_64;64;150426;3Pås_U\SÆR;5839/6987+189/219+535/605;Viborg;1968;2;Aarhus
pr6989_64;64;150426;3Pås_U;5839/6987+189/219+535/606;Viborg;1968;2;Aarhus
pr6990_64;64;150621;3Trin_U\SÆR;5839/6987+189/219+535/607;Viborg;1968;2;Aarhus
pr6991_64;64;150621;3Trin_U;5839/6987+189/219+535/608;Viborg;1968;2;Aarhus
pr6992_64;64;141221;4Adv_U;5839/6987+189/219+535/609;Viborg;1968;2;Aarhus
pr6993_64;64;150503;4Pås_U;5839/6987+189/219+535/610;Viborg;1968;2;Aarhus
pr6994_64;64;150628;4Trin_U;5839/6987+189/219+535/611;Viborg;1968;2;Aarhus
pr6995_64;64;150517;6Pås_U;5839/6987+189/219+535/612;Viborg;1968;2;Aarhus
pr6996_64;64;150719;7Trin_U\SÆR;5839/6987+189/219+535/613;Viborg;1968;2;Aarhus
pr6997_64;64;150719;7Trin_U;5839/6987+189/219+535/614;Viborg;1968;2;Aarhus
pr6998_64;64;150726;8Trin_U\SÆR;5839/6987+189/219+535/615;Viborg;1968;2;Aarhus
pr6999_64;64;150726;8Trin_U;5839/6987+189/219+535/616;Viborg;1968;2;Aarhus
pr7000_64;64;150802;9Trin_U;5839/6987+189/219+535/617;Viborg;1968;2;Aarhus
pr7001_58;58;150402;Skær_U;3897/5041;Helsingør;1965;1;København
pr7002_58;58;150607;1Trin_U;3897/5041;Helsingør;1965;1;København
pr7003_58;58;150614;2Trin_U;3897/5041;Helsingør;1965;1;København
pr7004_58;58;110710;3Trin_U;3897/5041;Helsingør;1965;1;København
pr7005_58;58;150628;4Trin_U;3897/5041;Helsingør;1965;1;København
pr7006_58;58;150705;5Trin_U;3897/5041;Helsingør;1965;1;København
pr7007_58;58;150712;6Trin_U;3897/5041;Helsingør;1965;1;København
pr7008_58;58;150816;11Trin_U;3897/5041;Helsingør;1965;1;København
pr7009_58;58;150823;12Trin_U;3897/5041;Helsingør;1965;1;København
pr7010_58;58;150830;13Trin_U;3897/5041;Helsingør;1965;1;København
pr7011_58;58;150913;15Trin_U;3897/5041;Helsingør;1965;1;København
pr7012_58;58;150920;16Trin_U;3897/5041;Helsingør;1965;1;København
pr7013_58;58;151004;18Trin_U;3897/5041;Helsingør;1965;1;København
pr7014_58;58;151004;18Trin_U;3897/5041;Helsingør;1965;1;København
pr7015_58;58;151011;19Trin_U;3897/5041;Helsingør;1965;1;København
pr7016_58;58;151025;21Trin_U;3897/5041;Helsingør;1965;1;København
pr7017_58;58;151108;23Trin_U;3897/5041;Helsingør;1965;1;København
pr7018_58;58;151115;24Trin_U;3897/5041;Helsingør;1965;1;København
pr7019_58;58;151129;1Adv_L;3897/5041;Helsingør;1965;1;København
pr7020_58;58;151206;2Adv_L;3897/5041;Helsingør;1965;1;København
pr7021_58;58;161106;AHelg_L;3897/5041;Helsingør;1965;1;København
pr7022_58;58;160214;1Fas_L;3897/5041;Helsingør;1965;1;København
pr7023_58;58;160228;3Fas_L;3897/5041;Helsingør;1965;1;København
pr7024_58;58;160110;1Hel_L;3897/5041;Helsingør;1965;1;København
pr7025_58;58;151218;\SÆR;3897/5041;Helsingør;1965;1;København
pr7026_58;58;151224;Jul_L;3897/5041;Helsingør;1965;1;København
pr7027_58;58;151225;JulD_L;3897/5041;Helsingør;1965;1;København
pr7028_58;58;151217;\SÆR;3897/5041;Helsingør;1965;1;København
pr7029_58;58;160505;KHim_L;3897/5041;Helsingør;1965;1;København
pr7030_58;58;160325;Lang_L;3897/5041;Helsingør;1965;1;København
pr7031_58;58;160306;MidF_L;3897/5041;Helsingør;1965;1;København
pr7032_58;58;160101;Ny_L;3897/5041;Helsingør;1965;1;København
pr7033_58;58;160515;Pin_L\SÆR;3897/5041;Helsingør;1965;1;København
pr7034_58;58;160515;Pin_L;3897/5041;Helsingør;1965;1;København
pr7035_58;58;160403;1Pås_L;3897/5041;Helsingør;1965;1;København
pr7036_58;58;160410;2Pås_L;3897/5041;Helsingør;1965;1;København
pr7037_58;58;160501;5Pås_L;3897/5041;Helsingør;1965;1;København
pr7038_58;58;160327;PåsD_L;3897/5041;Helsingør;1965;1;København
pr7039_58;58;151209;\SÆR;3897/5041;Helsingør;1965;1;København
pr7040_58;58;160131;Seks_L;3897/5041;Helsingør;1965;1;København
pr7041_58;58;160828;14Trin_L;3897/5041;Helsingør;1965;1;København
pr7042_58;58;160612;3Trin_L;3897/5041;Helsingør;1965;1;København
pr7043_58;58;160626;5Trin_L;3897/5041;Helsingør;1965;1;København
pr7044_58;58;160703;6Trin_L;3897/5041;Helsingør;1965;1;København
pr7045_58;58;160710;7Trin_L;3897/5041;Helsingør;1965;1;København
pr7046_58;58;160717;8Trin_L;3897/5041;Helsingør;1965;1;København
pr7047_58;58;160821;13Trin_L;3897/5041;Helsingør;1965;1;København
pr7048_58;58;160911;16Trin_L;3897/5041;Helsingør;1965;1;København
pr7049_58;58;160918;17Trin_L;3897/5041;Helsingør;1965;1;København
pr7050_58;58;161011;19Trin_L;3897/5041;Helsingør;1965;1;København
pr7051_58;58;161009;20Trin_L;3897/5041;Helsingør;1965;1;København
pr7052_58;58;161009;20Trin_L;3897/5041;Helsingør;1965;1;København
pr7053_58;58;161016;21Trin_L;3897/5041;Helsingør;1965;1;København
pr7054_58;58;161030;23Trin_L;3897/5041;Helsingør;1965;1;København
pr7055_58;58;161113;25Trin_L;3897/5041;Helsingør;1965;1;København
pr7056_59;59;111127;1Adv_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7057_59;59;111204;2Adv_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7058_59;59;111218;4Adv_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7059_59;59;121104;AHelg_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7060_59;59;111225;2Jul_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7061_59;59;120226;1Fas_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7062_59;59;120304;2Fas_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7063_59;59;120311;3Fas_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7064_59;59;120219;Fas_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7065_59;59;120108;1Hel_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7066_59;59;120115;2Hel_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7067_59;59;120122;3Hel_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7068_59;59;120129;SHel_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7069_59;59;111224;Jul_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7070_59;59;111225;JulD_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7071_59;59;120517;KHim_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7072_59;59;120406;Lang_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7073_59;59;120325;MBeb_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7074_59;59;120401;Pal_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7075_59;59;120527;Pin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7076_59;59;120415;1Pås_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7077_59;59;120429;3Pås_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7078_59;59;120506;4Pås_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7079_59;59;120520;6Pås_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7080_59;59;120408;PåsD_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7081_59;59;120205;Sept_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7082_59;59;120205;Sept_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7083_59;59;120205;Sept_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7084_59;59;120212;Seks_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7085_59;59;120405;Skær_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7086_59;59;120923;16Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7087_59;59;120930;17Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7088_59;59;121007;18Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7089_59;59;121014;19Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7090_59;59;121021;20Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7091_59;59;121028;21Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7092_59;59;121028;21Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7093_59;59;121111;23Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7094_59;59;121118;24Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7095_59;59;120610;1Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7096_59;59;120617;2Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7097_59;59;120624;3Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7098_59;59;120708;5Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7099_59;59;120715;6Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7100_59;59;120812;10Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7101_59;59;120819;11Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7102_59;59;120826;12Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7103_59;59;120909;14Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7104_59;59;120916;15Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7105_59;59;120923;16Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7106_59;59;120603;Trin_L;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7107_59;59;121202;1Adv_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7108_59;59;121216;3Adv_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7109_59;59;131003;AHelg_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7110_59;59;130224;2Fas_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7111_59;59;130303;3Fas_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7112_59;59;130310;MidF_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7113_59;59;130113;1Hel_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7114_59;59;130106;Hel_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7115_59;59;121224;Jul_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7116_59;59;121226;2Jul_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7117_59;59;121225;JulD_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7118_59;59;121230;JulS_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7119_59;59;130329;Lang_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7120_59;59;130317;MBeb_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7121_59;59;130101;Ny_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7122_59;59;130324;Pal_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7123_59;59;130519;Pin_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7124_59;59;130414;2Pås_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7125_59;59;130421;3Pås_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7126_59;59;130428;4Pås_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7127_59;59;130331;PåsD_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
pr7128_59;59;130127;Sept_U;800/938+1756/1984+345/401;Haderslev;1969;1;Aarhus
